BE	Start	Ende	Durchlaufzeit	Anteil_Produktion	Anteil_Liegezeit	Liefertermin	Termintreue	Difference Reward	DebugStammdaten	Reward
Auftrag_Typ_5:3	01.10.2020 00:01:11.1909	01.10.2020 02:04:03.0722	2:02:51.8813	0.56	0.44	01.10.2020 01:36:49.5242	128.47			-3
Auftrag_Typ_5:4	01.10.2020 00:01:12.2642	01.10.2020 00:49:00.9324	47:48.6682	0.28	0.72	01.10.2020 01:36:50.5975	49.99			1
Auftrag_Typ_3:4	01.10.2020 00:01:12.4533	01.10.2020 00:04:36.3073	3:23.8540	1.00	0.00	01.10.2020 00:34:15.7866	10.28			1
Auftrag_Typ_3:5	01.10.2020 00:01:12.4753	01.10.2020 00:52:45.3314	51:32.8562	0.06	0.94	01.10.2020 00:34:15.8086	155.94			-4
Auftrag_Typ_3:6	01.10.2020 00:01:12.5197	01.10.2020 00:59:24.7493	58:12.2296	0.04	0.96	01.10.2020 00:34:15.8531	176.08			-4
Auftrag_Typ_3:7	01.10.2020 00:01:14.5452	01.10.2020 01:15:05.9998	1:13:51.4546	0.09	0.91	01.10.2020 00:34:17.8786	223.43			-5
Auftrag_Typ_3:8	01.10.2020 00:01:16.5137	01.10.2020 00:29:54.6422	28:38.1285	0.22	0.78	01.10.2020 00:34:19.8471	86.63			1
Auftrag_Typ_1:3	01.10.2020 00:01:17.3768	01.10.2020 01:05:10.6423	1:03:53.2655	0.10	0.90	01.10.2020 00:33:50.7101	196.24			-5
Auftrag_Typ_5:5	01.10.2020 00:01:18.7298	01.10.2020 00:51:18.6324	49:59.9025	0.20	0.80	01.10.2020 01:36:57.0632	52.28			1
Auftrag_Typ_5:6	01.10.2020 00:01:18.8172	01.10.2020 00:52:09.6193	50:50.8021	0.49	0.51	01.10.2020 01:36:57.1505	53.17			1
Auftrag_Typ_3:9	01.10.2020 00:01:21.1830	01.10.2020 01:13:34.1998	1:12:13.0168	0.05	0.95	01.10.2020 00:34:24.5163	218.47			-5
Auftrag_Typ_1:4	01.10.2020 00:01:22.1861	01.10.2020 00:06:29.8378	5:07.6518	0.61	0.39	01.10.2020 00:33:55.5194	15.75			1
Auftrag_Typ_5:7	01.10.2020 00:01:22.3316	01.10.2020 01:10:30.5998	1:09:08.2682	0.54	0.46	01.10.2020 01:37:00.6650	72.29			1
Auftrag_Typ_5:8	01.10.2020 00:01:24.6178	01.10.2020 01:10:55.3124	1:09:30.6945	0.66	0.34	01.10.2020 01:37:02.9511	72.68			1
Auftrag_Typ_3:10	01.10.2020 00:01:25.0712	01.10.2020 00:34:11.6822	32:46.6110	0.16	0.84	01.10.2020 00:34:28.4045	99.16			10
Auftrag_Typ_3:11	01.10.2020 00:01:25.7249	01.10.2020 00:25:37.6022	24:11.8773	0.26	0.74	01.10.2020 00:34:29.0583	73.20			1
Auftrag_Typ_3:12	01.10.2020 00:01:26.7822	01.10.2020 00:18:11.8340	16:45.0518	0.31	0.69	01.10.2020 00:34:30.1155	50.67			1
Auftrag_Typ_3:13	01.10.2020 00:01:27.4225	01.10.2020 00:24:35.0523	23:07.6298	0.37	0.63	01.10.2020 00:34:30.7559	69.96			1
Auftrag_Typ_5:9	01.10.2020 00:01:27.4985	01.10.2020 01:00:12.5223	58:45.0237	0.78	0.22	01.10.2020 01:37:05.8318	61.43			1
Auftrag_Typ_4:2	01.10.2020 00:01:28.3483	01.10.2020 00:12:36.1598	11:07.8115	0.84	0.16	01.10.2020 00:54:34.6816	20.96			1
Auftrag_Typ_2:1	01.10.2020 00:01:31.2905	01.10.2020 00:17:54.2422	16:22.9517	0.26	0.74	01.10.2020 00:37:57.9572	44.95			1
Auftrag_Typ_1:5	01.10.2020 00:01:31.3894	01.10.2020 00:41:48.8522	40:17.4628	0.15	0.85	01.10.2020 00:34:04.7227	123.76			-3
Auftrag_Typ_1:6	01.10.2020 00:01:31.4565	01.10.2020 01:09:58.2423	1:08:26.7857	0.11	0.89	01.10.2020 00:34:04.7898	210.25			-5
Auftrag_Typ_1:7	01.10.2020 00:01:31.9128	01.10.2020 00:35:26.2722	33:54.3594	0.08	0.92	01.10.2020 00:34:05.2462	104.15			-2
Auftrag_Typ_3:14	01.10.2020 00:01:32.9106	01.10.2020 00:22:51.2340	21:18.3233	0.30	0.70	01.10.2020 00:34:36.2440	64.45			1
Auftrag_Typ_3:15	01.10.2020 00:01:36.8578	01.10.2020 00:26:33.3222	24:56.4644	0.19	0.81	01.10.2020 00:34:40.1911	75.45			1
Auftrag_Typ_3:16	01.10.2020 00:01:38.1463	01.10.2020 00:59:02.4573	57:24.3110	0.09	0.91	01.10.2020 00:34:41.4796	173.66			-4
Auftrag_Typ_3:17	01.10.2020 00:01:40.6114	01.10.2020 00:16:59.5222	15:18.9108	0.41	0.59	01.10.2020 00:34:43.9447	46.33			1
Auftrag_Typ_1:8	01.10.2020 00:01:41.1731	01.10.2020 00:35:38.5122	33:57.3391	0.40	0.60	01.10.2020 00:34:14.5064	104.30			-2
Auftrag_Typ_3:18	01.10.2020 00:01:41.3889	01.10.2020 00:13:00.8078	11:19.4189	0.24	0.76	01.10.2020 00:34:44.7222	34.26			1
Auftrag_Typ_2:2	01.10.2020 00:01:42.3509	01.10.2020 00:10:36.1124	8:53.7614	0.55	0.45	01.10.2020 00:38:09.0176	24.41			1
Auftrag_Typ_5:10	01.10.2020 00:01:43.8422	01.10.2020 00:13:11.3713	11:27.5291	0.85	0.15	01.10.2020 01:37:22.1755	11.98			1
Auftrag_Typ_3:19	01.10.2020 00:01:45.9288	01.10.2020 00:23:52.4340	22:06.5052	0.29	0.71	01.10.2020 00:34:49.2621	66.88			1
Auftrag_Typ_5:11	01.10.2020 00:01:46.6248	01.10.2020 00:32:04.5333	30:17.9085	0.92	0.08	01.10.2020 01:37:24.9581	31.68			1
Auftrag_Typ_6:1	01.10.2020 00:01:47.7075	01.10.2020 00:52:37.2453	50:49.5378	0.63	0.37	01.10.2020 02:00:21.0409	42.87			1
Auftrag_Typ_3:20	01.10.2020 00:01:48.8727	01.10.2020 00:57:47.6913	55:58.8186	0.09	0.91	01.10.2020 00:34:52.2060	169.35			-4
Auftrag_Typ_3:21	01.10.2020 00:01:49.1389	01.10.2020 00:30:50.3622	29:01.2233	0.12	0.88	01.10.2020 00:34:52.4723	87.79			1
Auftrag_Typ_3:22	01.10.2020 00:01:49.7363	01.10.2020 00:20:07.7622	18:18.0259	0.25	0.75	01.10.2020 00:34:53.0696	55.36			1
Auftrag_Typ_3:23	01.10.2020 00:01:50.6567	01.10.2020 00:10:36.3478	8:45.6911	0.52	0.48	01.10.2020 00:34:53.9900	26.51			1
Auftrag_Typ_3:24	01.10.2020 00:01:51.3099	01.10.2020 00:35:45.8193	33:54.5094	0.11	0.89	01.10.2020 00:34:54.6432	102.58			-2
Auftrag_Typ_5:12	01.10.2020 00:01:51.6235	01.10.2020 00:23:38.8316	21:47.2081	0.93	0.07	01.10.2020 01:37:29.9568	22.78			1
Auftrag_Typ_3:25	01.10.2020 00:01:52.3805	01.10.2020 00:18:34.8340	16:42.4535	0.31	0.69	01.10.2020 00:34:55.7138	50.54			1
Auftrag_Typ_2:3	01.10.2020 00:01:52.6768	01.10.2020 00:18:01.7222	16:09.0454	0.23	0.77	01.10.2020 00:38:19.3435	44.32			1
Auftrag_Typ_3:26	01.10.2020 00:01:53.4291	01.10.2020 00:16:40.0340	14:46.6049	0.31	0.69	01.10.2020 00:34:56.7624	44.70			1
Auftrag_Typ_3:27	01.10.2020 00:01:53.8787	01.10.2020 00:21:19.4340	19:25.5552	0.30	0.70	01.10.2020 00:34:57.2121	58.77			1
Auftrag_Typ_3:28	01.10.2020 00:01:55.3133	01.10.2020 00:14:51.0022	12:55.6889	0.40	0.60	01.10.2020 00:34:58.6466	39.11			1
Auftrag_Typ_1:9	01.10.2020 00:01:55.8205	01.10.2020 00:09:29.3578	7:33.5373	0.74	0.26	01.10.2020 00:34:29.1539	23.22			1
Auftrag_Typ_3:29	01.10.2020 00:01:56.3032	01.10.2020 00:11:29.6822	9:33.3790	0.42	0.58	01.10.2020 00:34:59.6365	28.91			1
Auftrag_Typ_2:4	01.10.2020 00:01:56.3589	01.10.2020 00:07:54.4933	5:58.1344	0.27	0.73	01.10.2020 00:38:23.0255	16.38			1
Auftrag_Typ_3:30	01.10.2020 00:01:56.5164	01.10.2020 00:10:33.9622	8:37.4458	0.61	0.39	01.10.2020 00:34:59.8497	26.09			1
Auftrag_Typ_5:13	01.10.2020 00:01:58.9274	01.10.2020 00:20:25.4813	18:26.5538	0.44	0.56	01.10.2020 01:37:37.2608	19.28			1
Auftrag_Typ_3:31	01.10.2020 00:01:59.9634	01.10.2020 00:08:25.4422	6:25.4788	0.82	0.18	01.10.2020 00:35:03.2967	19.44			1

Episode218
Auftrag_Typ_2:1	01.10.2020 00:01:00.7751	01.10.2020 00:24:51.6648	23:50.8898	0.10	0.90	01.10.2020 00:37:27.4417	65.44			1
Auftrag_Typ_1:1	01.10.2020 00:01:02.0898	01.10.2020 01:16:47.2814	1:15:45.1916	0.09	0.91	01.10.2020 00:33:35.4231	232.69			-5
Auftrag_Typ_3:1	01.10.2020 00:01:02.1717	01.10.2020 00:09:18.8598	8:16.6881	0.21	0.79	01.10.2020 00:34:05.5050	25.04			1
Auftrag_Typ_2:2	01.10.2020 00:01:03.0871	01.10.2020 01:14:39.9358	1:13:36.8487	0.03	0.97	01.10.2020 00:37:29.7538	201.99			-5
Auftrag_Typ_1:2	01.10.2020 00:01:03.1978	01.10.2020 00:48:38.1391	47:34.9413	0.10	0.90	01.10.2020 00:33:36.5312	146.16			-3
Auftrag_Typ_1:3	01.10.2020 00:01:03.5568	01.10.2020 01:03:37.5549	1:02:33.9981	0.34	0.66	01.10.2020 00:33:36.8901	192.18			-5
Auftrag_Typ_3:2	01.10.2020 00:01:04.4651	01.10.2020 00:18:20.3948	17:15.9297	0.17	0.83	01.10.2020 00:34:07.7984	52.23			1
Auftrag_Typ_1:4	01.10.2020 00:01:05.0096	01.10.2020 00:36:50.5198	35:45.5101	0.14	0.86	01.10.2020 00:33:38.3429	109.84			-2
Auftrag_Typ_3:3	01.10.2020 00:01:05.7970	01.10.2020 01:13:12.8878	1:12:07.0908	0.02	0.98	01.10.2020 00:34:09.1303	218.17			-5
Auftrag_Typ_4:1	01.10.2020 00:01:06.3903	01.10.2020 01:11:58.6398	1:10:52.2495	0.12	0.88	01.10.2020 00:54:12.7237	133.45			-3
Auftrag_Typ_5:1	01.10.2020 00:01:08.1582	01.10.2020 01:04:22.6798	1:03:14.5216	0.27	0.73	01.10.2020 01:36:46.4916	66.13			1
Auftrag_Typ_1:5	01.10.2020 00:01:09.6549	01.10.2020 00:13:42.4197	12:32.7649	0.28	0.72	01.10.2020 00:33:42.9882	38.54			1
Auftrag_Typ_1:6	01.10.2020 00:01:12.5731	01.10.2020 00:37:44.8128	36:32.2396	0.17	0.83	01.10.2020 00:33:45.9064	112.23			-3
Auftrag_Typ_4:2	01.10.2020 00:01:13.6750	01.10.2020 00:45:51.2650	44:37.5900	0.34	0.66	01.10.2020 00:54:20.0083	84.03			1
Auftrag_Typ_3:4	01.10.2020 00:01:13.9427	01.10.2020 00:12:13.6298	10:59.6871	0.24	0.76	01.10.2020 00:34:17.2760	33.26			1
Auftrag_Typ_6:1	01.10.2020 00:01:14.0606	01.10.2020 01:23:13.0948	1:21:59.0342	0.62	0.38	01.10.2020 01:59:47.3939	69.15			1
Auftrag_Typ_3:5	01.10.2020 00:01:15.9706	01.10.2020 00:52:44.5531	51:28.5825	0.09	0.91	01.10.2020 00:34:19.3039	155.73			-4
Auftrag_Typ_1:7	01.10.2020 00:01:16.4228	01.10.2020 00:07:24.0003	6:07.5776	0.77	0.23	01.10.2020 00:33:49.7561	18.82			1
Auftrag_Typ_1:8	01.10.2020 00:01:17.2214	01.10.2020 00:34:32.3727	33:15.1514	0.19	0.81	01.10.2020 00:33:50.5547	102.14			-2
Auftrag_Typ_6:2	01.10.2020 00:01:17.7589	01.10.2020 00:28:29.6448	27:11.8860	0.87	0.13	01.10.2020 01:59:51.0922	22.94			1
Auftrag_Typ_4:3	01.10.2020 00:01:19.0836	01.10.2020 00:41:16.7498	39:57.6662	0.25	0.75	01.10.2020 00:54:25.4169	75.25			1
Auftrag_Typ_3:6	01.10.2020 00:01:20.1790	01.10.2020 00:48:16.6650	46:56.4859	0.12	0.88	01.10.2020 00:34:23.5124	142.01			-3
Auftrag_Typ_2:3	01.10.2020 00:01:20.2964	01.10.2020 00:42:11.4851	40:51.1887	0.06	0.94	01.10.2020 00:37:46.9631	112.10			-3
Auftrag_Typ_1:9	01.10.2020 00:01:20.7858	01.10.2020 00:33:26.6891	32:05.9033	0.18	0.82	01.10.2020 00:33:54.1192	98.60			10
Auftrag_Typ_2:4	01.10.2020 00:01:21.3517	01.10.2020 00:31:15.4950	29:54.1433	0.05	0.95	01.10.2020 00:37:48.0184	82.05			1
Auftrag_Typ_3:7	01.10.2020 00:01:22.6939	01.10.2020 00:08:13.9698	6:51.2759	0.21	0.79	01.10.2020 00:34:26.0272	20.74			1
Auftrag_Typ_2:5	01.10.2020 00:01:22.8413	01.10.2020 00:07:04.0798	5:41.2385	0.32	0.68	01.10.2020 00:37:49.5079	15.61			1
Auftrag_Typ_5:2	01.10.2020 00:01:22.8994	01.10.2020 00:52:39.5998	51:16.7004	0.54	0.46	01.10.2020 01:37:01.2327	53.62			1
Auftrag_Typ_1:10	01.10.2020 00:01:22.9916	01.10.2020 00:28:23.4348	27:00.4433	0.14	0.86	01.10.2020 00:33:56.3249	82.96			1
Auftrag_Typ_4:4	01.10.2020 00:01:23.7656	01.10.2020 00:14:54.6848	13:30.9192	0.52	0.48	01.10.2020 00:54:30.0990	25.45			1
Auftrag_Typ_3:8	01.10.2020 00:01:25.0293	01.10.2020 00:42:47.4298	41:22.4005	0.12	0.88	01.10.2020 00:34:28.3627	125.16			-3
Auftrag_Typ_4:5	01.10.2020 00:01:29.0065	01.10.2020 00:35:07.3298	33:38.3233	0.36	0.64	01.10.2020 00:54:35.3398	63.34			1
Auftrag_Typ_1:11	01.10.2020 00:01:29.2008	01.10.2020 00:35:33.5727	34:04.3720	0.23	0.77	01.10.2020 00:34:02.5341	104.66			-2
Auftrag_Typ_1:12	01.10.2020 00:01:29.2784	01.10.2020 00:24:43.9548	23:14.6764	0.22	0.78	01.10.2020 00:34:02.6117	71.40			1
Auftrag_Typ_5:3	01.10.2020 00:01:29.5394	01.10.2020 00:29:49.9091	28:20.3697	0.33	0.67	01.10.2020 01:37:07.8728	29.63			1
Auftrag_Typ_4:6	01.10.2020 00:01:30.3443	01.10.2020 00:28:16.5498	26:46.2055	0.49	0.51	01.10.2020 00:54:36.6776	50.41			1
Auftrag_Typ_3:9	01.10.2020 00:01:31.6561	01.10.2020 00:37:44.2271	36:12.5710	0.09	0.91	01.10.2020 00:34:34.9894	109.54			-2
Auftrag_Typ_2:6	01.10.2020 00:01:31.7496	01.10.2020 00:36:59.3731	35:27.6235	0.13	0.87	01.10.2020 00:37:58.4163	97.30			10
Auftrag_Typ_4:7	01.10.2020 00:01:32.6195	01.10.2020 00:06:41.0249	5:08.4054	0.81	0.19	01.10.2020 00:54:38.9528	9.68			1
Auftrag_Typ_4:8	01.10.2020 00:01:33.0695	01.10.2020 00:16:12.0978	14:39.0283	0.94	0.06	01.10.2020 00:54:39.4028	27.59			1
Auftrag_Typ_3:10	01.10.2020 00:01:33.4932	01.10.2020 00:30:15.4190	28:41.9259	0.08	0.92	01.10.2020 00:34:36.8265	86.82			1
Auftrag_Typ_1:13	01.10.2020 00:01:34.1724	01.10.2020 00:23:34.2797	22:00.1073	0.16	0.84	01.10.2020 00:34:07.5058	67.58			1
Auftrag_Typ_2:7	01.10.2020 00:01:34.9336	01.10.2020 01:10:43.6814	1:09:08.7478	0.04	0.96	01.10.2020 00:38:01.6003	189.73			-5
Auftrag_Typ_1:14	01.10.2020 00:01:36.6112	01.10.2020 00:19:22.6548	17:46.0436	0.29	0.71	01.10.2020 00:34:09.9445	54.58			1
Auftrag_Typ_4:9	01.10.2020 00:01:36.8301	01.10.2020 01:08:53.9774	1:07:17.1473	0.41	0.59	01.10.2020 00:54:43.1635	126.70			-3
Auftrag_Typ_2:8	01.10.2020 00:01:37.5711	01.10.2020 00:29:20.6737	27:43.1025	0.99	0.01	01.10.2020 00:38:04.2378	76.06			1
Auftrag_Typ_4:10	01.10.2020 00:01:37.8513	01.10.2020 00:28:46.1228	27:08.2715	0.52	0.48	01.10.2020 00:54:44.1846	51.10			1
Auftrag_Typ_3:11	01.10.2020 00:01:38.4748	01.10.2020 00:28:29.8727	26:51.3980	0.16	0.84	01.10.2020 00:34:41.8081	81.25			1
Auftrag_Typ_3:12	01.10.2020 00:01:40.4644	01.10.2020 00:20:42.3898	19:01.9253	0.38	0.62	01.10.2020 00:34:43.7978	57.58			1
Auftrag_Typ_3:13	01.10.2020 00:01:44.0883	01.10.2020 00:09:55.9398	8:11.8514	0.30	0.70	01.10.2020 00:34:47.4217	24.80			1
Auftrag_Typ_4:11	01.10.2020 00:01:44.1870	01.10.2020 00:28:29.6448	26:45.4578	0.88	0.12	01.10.2020 00:54:50.5203	50.39			1
Auftrag_Typ_3:14	01.10.2020 00:01:45.4104	01.10.2020 00:06:38.1798	4:52.7694	0.61	0.39	01.10.2020 00:34:48.7437	14.76			1
Auftrag_Typ_1:15	01.10.2020 00:01:47.9516	01.10.2020 00:13:47.4149	11:59.4633	0.27	0.73	01.10.2020 00:34:21.2849	36.83			1
Auftrag_Typ_1:16	01.10.2020 00:01:49.0791	01.10.2020 00:07:39.6291	5:50.5499	0.63	0.37	01.10.2020 00:34:22.4125	17.95			1
Auftrag_Typ_3:15	01.10.2020 00:01:49.9495	01.10.2020 00:09:24.8949	7:34.9454	0.65	0.35	01.10.2020 00:34:53.2828	22.94			1
Auftrag_Typ_3:16	01.10.2020 00:01:50.9757	01.10.2020 00:12:46.2149	10:55.2392	0.59	0.41	01.10.2020 00:34:54.3090	33.04			1
Auftrag_Typ_1:17	01.10.2020 00:01:51.4085	01.10.2020 00:13:18.8298	11:27.4213	0.34	0.66	01.10.2020 00:34:24.7418	35.19			1
Auftrag_Typ_4:12	01.10.2020 00:01:54.4434	01.10.2020 00:05:08.0771	3:13.6336	0.82	0.18	01.10.2020 00:55:00.7768	6.08			1
Auftrag_Typ_2:9	01.10.2020 00:01:54.7177	01.10.2020 00:43:49.4976	41:54.7800	0.12	0.88	01.10.2020 00:38:21.3843	115.01			-3
Auftrag_Typ_1:18	01.10.2020 00:01:56.3890	01.10.2020 00:40:20.7136	38:24.3247	0.18	0.82	01.10.2020 00:34:29.7223	117.97			-3

Episode219
Auftrag_Typ_1:1	01.10.2020 00:01:02.2549	01.10.2020 01:14:42.2122	1:13:39.9573	0.04	0.96	01.10.2020 00:33:35.5882	226.28			-5
Auftrag_Typ_5:1	01.10.2020 00:01:02.4674	01.10.2020 00:05:55.9941	4:53.5267	0.98	0.02	01.10.2020 01:36:40.8007	5.12			1
Auftrag_Typ_5:2	01.10.2020 00:01:03.2135	01.10.2020 00:17:25.0462	16:21.8328	0.95	0.05	01.10.2020 01:36:41.5468	17.11			1
Auftrag_Typ_3:1	01.10.2020 00:01:03.4863	01.10.2020 00:10:16.2632	9:12.7769	0.42	0.58	01.10.2020 00:34:06.8196	27.87			1
Auftrag_Typ_3:2	01.10.2020 00:01:04.2781	01.10.2020 00:05:02.3253	3:58.0472	0.77	0.23	01.10.2020 00:34:07.6114	12.00			1
Auftrag_Typ_3:3	01.10.2020 00:01:05.8220	01.10.2020 00:05:23.1432	4:17.3212	0.62	0.38	01.10.2020 00:34:09.1553	12.97			1
Auftrag_Typ_1:2	01.10.2020 00:01:06.8944	01.10.2020 00:04:22.0263	3:15.1319	0.95	0.05	01.10.2020 00:33:40.2277	9.99			1
Auftrag_Typ_1:3	01.10.2020 00:01:07.0892	01.10.2020 00:44:43.7719	43:36.6827	0.19	0.81	01.10.2020 00:33:40.4226	133.96			-3
Auftrag_Typ_2:1	01.10.2020 00:01:07.0942	01.10.2020 00:21:24.8644	20:17.7702	0.06	0.94	01.10.2020 00:37:33.7609	55.69			1
Auftrag_Typ_3:4	01.10.2020 00:01:08.4317	01.10.2020 00:34:57.2259	33:48.7942	0.09	0.91	01.10.2020 00:34:11.7650	102.29			-2
Auftrag_Typ_5:3	01.10.2020 00:01:09.9832	01.10.2020 00:36:04.8962	34:54.9130	1.00	0.00	01.10.2020 01:36:48.3165	36.51			1
Auftrag_Typ_6:1	01.10.2020 00:01:10.1176	01.10.2020 00:50:38.8062	49:28.6886	0.53	0.47	01.10.2020 01:59:43.4509	41.73			1
Auftrag_Typ_2:2	01.10.2020 00:01:10.9699	01.10.2020 01:15:39.7482	1:14:28.7783	0.02	0.98	01.10.2020 00:37:37.6365	204.36			-5
Auftrag_Typ_1:4	01.10.2020 00:01:11.5955	01.10.2020 00:31:34.1862	30:22.5907	0.11	0.89	01.10.2020 00:33:44.9289	93.31			10
Auftrag_Typ_1:5	01.10.2020 00:01:13.4802	01.10.2020 00:32:36.4659	31:22.9857	0.21	0.79	01.10.2020 00:33:46.8135	96.40			10
Auftrag_Typ_4:1	01.10.2020 00:01:16.1780	01.10.2020 00:33:48.9145	32:32.7365	0.28	0.72	01.10.2020 00:54:22.5113	61.28			1
Auftrag_Typ_1:6	01.10.2020 00:01:16.8498	01.10.2020 00:06:23.7020	5:06.8521	0.76	0.24	01.10.2020 00:33:50.1832	15.71			1
Auftrag_Typ_1:7	01.10.2020 00:01:17.8680	01.10.2020 00:33:37.6659	32:19.7979	0.20	0.80	01.10.2020 00:33:51.2013	99.31			10
Auftrag_Typ_1:8	01.10.2020 00:01:18.8204	01.10.2020 00:35:02.4462	33:43.6258	0.14	0.86	01.10.2020 00:33:52.1537	103.60			-2
Auftrag_Typ_5:4	01.10.2020 00:01:18.8861	01.10.2020 00:30:24.9999	29:06.1138	0.60	0.40	01.10.2020 01:36:57.2194	30.43			1
Auftrag_Typ_1:9	01.10.2020 00:01:20.0588	01.10.2020 00:43:42.5719	42:22.5132	0.11	0.89	01.10.2020 00:33:53.3921	130.16			-3
Auftrag_Typ_1:10	01.10.2020 00:01:20.7380	01.10.2020 00:38:23.9434	37:03.2054	0.21	0.79	01.10.2020 00:33:54.0714	113.82			-3
Auftrag_Typ_4:2	01.10.2020 00:01:22.2397	01.10.2020 00:32:35.4673	31:13.2275	0.36	0.64	01.10.2020 00:54:28.5730	58.79			1
Auftrag_Typ_1:11	01.10.2020 00:01:23.3080	01.10.2020 00:15:06.1980	13:42.8900	0.42	0.58	01.10.2020 00:33:56.6414	42.13			1
Auftrag_Typ_3:5	01.10.2020 00:01:23.3090	01.10.2020 00:39:37.9162	38:14.6073	0.12	0.88	01.10.2020 00:34:26.6423	115.69			-3
Auftrag_Typ_3:6	01.10.2020 00:01:23.7241	01.10.2020 00:08:26.1032	7:02.3791	0.97	0.03	01.10.2020 00:34:27.0575	21.30			1
Auftrag_Typ_3:7	01.10.2020 00:01:26.7077	01.10.2020 00:31:08.7673	29:42.0596	0.24	0.76	01.10.2020 00:34:30.0410	89.85			10
Auftrag_Typ_1:12	01.10.2020 00:01:28.4402	01.10.2020 00:23:36.8744	22:08.4342	0.11	0.89	01.10.2020 00:34:01.7735	68.01			1
Auftrag_Typ_6:2	01.10.2020 00:01:28.4579	01.10.2020 00:17:28.1762	15:59.7183	0.90	0.10	01.10.2020 02:00:01.7912	13.49			1
Auftrag_Typ_5:5	01.10.2020 00:01:29.2195	01.10.2020 01:44:41.8032	1:43:12.5837	0.77	0.23	01.10.2020 01:37:07.5528	107.92			-2
Auftrag_Typ_3:8	01.10.2020 00:01:29.4271	01.10.2020 00:08:24.9234	6:55.4963	0.92	0.08	01.10.2020 00:34:32.7604	20.95			1
Auftrag_Typ_1:13	01.10.2020 00:01:29.5453	01.10.2020 00:07:33.4141	6:03.8688	0.72	0.28	01.10.2020 00:34:02.8786	18.63			1
Auftrag_Typ_5:6	01.10.2020 00:01:31.3782	01.10.2020 01:09:08.7662	1:07:37.3880	0.34	0.66	01.10.2020 01:37:09.7116	70.71			1
Auftrag_Typ_1:14	01.10.2020 00:01:31.4893	01.10.2020 00:13:50.4632	12:18.9738	0.52	0.48	01.10.2020 00:34:04.8227	37.83			1
Auftrag_Typ_1:15	01.10.2020 00:01:31.7673	01.10.2020 01:11:55.8262	1:10:24.0589	0.06	0.94	01.10.2020 00:34:05.1006	216.25			-5
Auftrag_Typ_3:9	01.10.2020 00:01:33.5561	01.10.2020 01:12:25.0322	1:10:51.4761	0.03	0.97	01.10.2020 00:34:36.8895	214.36			-5
Auftrag_Typ_1:16	01.10.2020 00:01:34.2205	01.10.2020 00:21:41.7362	20:07.5157	0.24	0.76	01.10.2020 00:34:07.5539	61.82			1
Auftrag_Typ_3:10	01.10.2020 00:01:35.6862	01.10.2020 00:06:39.4674	5:03.7811	0.79	0.21	01.10.2020 00:34:39.0196	15.32			1
Auftrag_Typ_2:3	01.10.2020 00:01:37.5204	01.10.2020 00:36:51.7962	35:14.2758	0.09	0.91	01.10.2020 00:38:04.1870	96.69			10
Auftrag_Typ_4:3	01.10.2020 00:01:38.0121	01.10.2020 00:29:40.7662	28:02.7541	0.48	0.52	01.10.2020 00:54:44.3455	52.81			1
Auftrag_Typ_5:7	01.10.2020 00:01:40.8068	01.10.2020 00:21:22.4644	19:41.6576	0.51	0.49	01.10.2020 01:37:19.1402	20.59			1
Auftrag_Typ_3:11	01.10.2020 00:01:40.9036	01.10.2020 00:25:02.7144	23:21.8108	0.23	0.77	01.10.2020 00:34:44.2369	70.68			1
Auftrag_Typ_1:17	01.10.2020 00:01:44.5678	01.10.2020 00:47:06.6519	45:22.0842	0.14	0.86	01.10.2020 00:34:17.9011	139.36			-3
Auftrag_Typ_5:8	01.10.2020 00:01:44.8676	01.10.2020 00:40:31.0320	38:46.1644	0.75	0.25	01.10.2020 01:37:23.2009	40.54			1
Auftrag_Typ_5:9	01.10.2020 00:01:45.4579	01.10.2020 00:31:42.5042	29:57.0463	0.61	0.39	01.10.2020 01:37:23.7913	31.32			1
Auftrag_Typ_3:12	01.10.2020 00:01:46.4447	01.10.2020 00:35:41.3782	33:54.9335	0.15	0.85	01.10.2020 00:34:49.7781	102.60			-2
Auftrag_Typ_3:13	01.10.2020 00:01:46.5741	01.10.2020 00:30:18.6702	28:32.0961	0.18	0.82	01.10.2020 00:34:49.9074	86.32			1
Auftrag_Typ_3:14	01.10.2020 00:01:46.7646	01.10.2020 00:11:48.0632	10:01.2985	0.47	0.53	01.10.2020 00:34:50.0980	30.32			1
Auftrag_Typ_1:18	01.10.2020 00:01:47.3011	01.10.2020 00:20:02.7580	18:15.4569	0.38	0.62	01.10.2020 00:34:20.6344	56.08			1
Auftrag_Typ_6:3	01.10.2020 00:01:47.7932	01.10.2020 00:14:40.1741	12:52.3809	0.98	0.02	01.10.2020 02:00:21.1265	10.86			1
Auftrag_Typ_1:19	01.10.2020 00:01:50.1243	01.10.2020 00:12:49.2632	10:59.1389	0.75	0.25	01.10.2020 00:34:23.4576	33.74			1
Auftrag_Typ_2:4	01.10.2020 00:01:51.3185	01.10.2020 00:37:52.9962	36:01.6777	0.12	0.88	01.10.2020 00:38:17.9852	98.86			10
Auftrag_Typ_1:20	01.10.2020 00:01:51.3409	01.10.2020 00:35:49.5962	33:58.2553	0.12	0.88	01.10.2020 00:34:24.6742	104.35			-2
Auftrag_Typ_2:5	01.10.2020 00:01:52.5324	01.10.2020 00:04:58.9674	3:06.4350	0.73	0.27	01.10.2020 00:38:19.1990	8.53			1
